WorkID,WorkTitle,Year,Country,Genre,TechRef,TechUsed,Topic,Sentiment,Situation,SituationID,Characters,CharactersID
1904,"Blade Runner 2049",2017,"United States","Narrative, Movie","3D scans, AI, Augmented reality, Body scans, Drones, Facial recognition, Holograms, Non-Visible Spectrum, Ocular implant, Satellite images, Virtual reality",,"Dystopian, Free will, Romantic relationship","Dangerous, Flawed, Helpful, Intrusive, Misleading","Blade Runner 2049 (Drone search), Blade Runner 2049 (Companionship/Romance with an AI), Blade Runner 2049 (3D/X-ray scan of found chest), Blade Runner 2049 (Mr. Wallace's drone vision), Blade Runner 2049 (Giant holograms), Blade Runner 2049 (Joi ""syncs"" with a human woman), Blade Runner 2049 (Remote drone attack by Luv), Blade Runner 2049 (Dr. Ana in a virtual lush forest), Blade Runner 2049 (Artificial memories), Blade Runner 2049 (Drone scan), Blade Runner 2049 (Luv uses a dead woman's face to access data)","2027, 1912, 2010, 2013, 2015, 2019, 2023, 2025, 2026, 1911, 2028","Officer K (K, Joe), Luv, Dr. Ana Stelline, Mr. Wallace, Mariette, Joi, Angel (Blade Runner 2049), Lieutenant Joshi","1905, 1907, 2024, 1910, 2113, 2112, 2889, 2899"
2356,"Thor: Ragnarok",2017,"United States","Narrative, Movie","Biometrics, Holograms",,"Conflict, Family, War","Helpful, Oppressive","Thor: Ragnarok (Grandmaster projects himself as large hologram), Thor: Ragnarok (Thor uses biometric scan on hand)","2354, 2355","Grandmaster, Thor","2353, 2352"
1626,"SEER: Simulative Emotional Expression Robot",2018,Japan,Art,AI,"Emotion recognition, Facial recognition","Playful, Robots/androids","Exciting, Wondrous","SEER: Simulative Emotional Expression Robot (mimicing facial expressions)",1628,"SEER Robot",1627
3147,"The Human Detector",2018,"Cameroon, France","Art, Installation art","Facial recognition, Machine learning","Facial recognition, Machine learning","AI, Competition, Hacking, Race",Subversive,"The Human Detector (avoiding detection)",3148,,
239,"79530 Self Portraits",2018,Germany,"Art, Video art",,"Camera, Image generation, Machine learning","AI, Horror, Identity","Alien, Exciting, Flawed","79530 Self Portraits (GAN transforming errors)",295,,
3210,"AI Facial Profiling, Levels of Paranoia",2018,Switzerland,"Art, Installation art","Machine learning","Facial recognition, Machine learning","AI, Surveillance","Hostile, Intrusive, Misleading, Oppressive","AI Facial Profiling, Levels of Paranoia (classifying threat)",3211,,
71,"AI Generated Nude Portraits",2018,"United States","Art, Photograph/print/painting",,"Image generation, Machine learning","AI, Nudity","Alien, Creepy, Flawed","AI Generated Nude Portraits (GAN creating portraits)",725,,
86,"AI, Ain't I a Woman",2018,"United States, Ghana","Art, Video art","Facial recognition, Machine learning","Facial recognition, Machine learning","AI, Gender, Identity, Inequality","Flawed, Misleading, Oppressive","AI, Ain't I A Woman (Facial Recognition)",658,"""Joy Buolamwini"",  Iconic Black Woman","269, 2851"
831,Anon,2018,"United Kingdom, United States, Germany, Canada","Narrative, Movie","Augmented reality, Facial recognition, Image generation, Object recognition, Ocular implant",,"Crime, Hacking, Identity, Nudity, Sex, Surveillance","Creepy, Flawed, Intimate, Intrusive","Anon (Naked lesbians murdered), Anon (Sal deceives surveillance), ANON (Augmented Reality Identifying and Classifying)","835, 837, 2966","Sal Frieland, Anon (Anon), Cyrus Frear, Surveillance Officer (Anon)","832, 833, 834, 836"
611,"Better Than Us",2018,"Russia, United Kingdom","Narrative, TV series or episode","AI, Augmented reality, Biometrics, Drones, Facial recognition, Surveillance cameras",,"AI, Consciousness, Family, Inequality, Robots/androids","Intimate, Intrusive, Oppressive","Better Than Us (Sales pitch using hologram), Better Than Us (Drone parking ticket), Better Than Us (Ex-wife spies on husband's parenting), Better Than Us (AR displays)","2915, 851, 2917, 850","Georgy Safronov, Arisa, Alla Safronova, Sonya Safronova, Men in board room (Better Than Us)","852, 853, 2918, 2919, 2916"
1722,"Black Panther (2018 movie)",2018,"United States","Narrative, Movie","Body scans, Holograms",,"Conflict, Family, Inequality, Physical violence, Race, Utopian","Empowering, Helpful, Prosocial, Protective, Wondrous","Black Panther (Holographic communication with kimoyo beads), Black Panther (Fake holographic forests), Black Panther (Remote piloting), Black Panther (Scanning Ross's spine)","1721, 1728, 1729, 1731","T'Chaka, T'Challa, Okoye, Shuri, Agent Everett Ross","1720, 1725, 1726, 1727, 1730"
156,"Body Devices",2018,"United States","Art, Online art",Cameraphone,,"Nudity, Sex","Exciting, Intimate","Body Devices (Zoomed-in skin areas)",337,"Female Device Users",2752
6,"Breathe: A Ghost Story",2018,"United Kingdom","Narrative, Electronic literature",,"Cameraphone, Filtering","Companionship, Empathy, Family, Grief, Romantic relationship","Alien, Exciting, Hostile, Intimate, Overwhelming","Breathe (Use of reader's camera)",301,"Flo, Ghost (Breathe)","437, 439"
1085,Cam,2018,"United States","Narrative, Movie","Deepfake, Webcams",,"Competition, Hacking, Identity, Labour, Nudity, Physical violence","Alien, Creepy, Intrusive, Misleading","Cam (Machine duplicates Lola)",1086,Alice/Lola,1084
745,"Come Out To LA",2018,"United Kingdom","Narrative, Music video","Augmented reality, Facial recognition",,"Competition, Horror, Physical violence, Robots/androids","Creepy, Flawed, Hostile","Come Out To LA (Robinator scans Tom)",744,"Robinator, Tom","786, 787"
2778,Compis,2018,Norway,"Narrative, Novel","AI, Biometrics, Cameraphone, Holograms, Machine learning",,"AI, Companionship, Empathy, Identity","Exciting, Fun, Intrusive, Overwhelming","Compis (Leo stumbles), Compis (The coolness algorithm)","2781, 2783","Leo, Compis, Fredrik","2779, 2782, 2780"
1669,"Contra a Cegueira da Ordem Estabelecida",2018,Brazil,"Art, Installation art",,"Camera, Object recognition","Consciousness, Physical violence","Creepy, Disgusting","Contra a Cegueira da Ordem Estabelecida (simulating cutting of users eye)",1921,,
1671,"Data Feelings (The Happy App)",2018,Brazil,"Art, Video art, Performance art, Installation art",,"Emotion recognition, Facial recognition, Webcams","Consciousness, Identity, Social Media",Intimate,"Data Feelings (The Happy App)(Measuring feelings)",1923,"""Mari Nagem""",1922
180,"Detroit: Become Human",2018,France,Game,"AI, Augmented reality, Biometrics, Drones, Emotion recognition, Facial recognition, Machine learning, Object recognition, Ocular implant, Surveillance cameras, Virtual reality",,"AI, Conflict, Consciousness, Empathy, Free will, Identity, Inequality, Labour, Race, Robots/androids","Empowering, Helpful, Prosocial","Detroit: Become Human (Analyzing crime scenes), Detroit: Become Human (Markus failed vision), Detroit: Become Human (Hacking elevator camera to avoid guards)","304, 1209, 3234","Connor, Markus","305, 308"
393,"Dirty Computer",2018,"United States","Narrative, Music video","Augmented reality, Biometrics, Drones, Facial recognition, Object recognition, Surveillance cameras",,"Companionship, Free will, Identity, Inequality, Playful","Hostile, Intrusive, Oppressive","Dirty Computer (Augmented reality), Dirty Computer (Drone identity check), Dirty Computer (Classified Dirty)","395, 579, 3089","""Janelle Monáe""",769
90,"Dissonant Imagery",2018,Japan,"Art, Performance art",,"Body scans, Image generation, Machine learning","AI, Consciousness","Exciting, Wondrous","Dissonant Imagery (brain images)",727,,
15,"Do Not Feed the Monkeys",2018,Spain,Game,"Non-Visible Spectrum, Surveillance cameras",,"Labour, Surveillance","Helpful, Intrusive","Do Not Feed the Monkeys (Surveillance monitoring)",328,,
176,Echo,2018,Australia,"Art, Installation art","AI, Deepfake","Camera, Facial recognition, Image generation, Motion tracking",Empathy,"Intimate, Prosocial","Echo (Replacing Face)",529,,
902,"environment built for absence (an unofficial/artificial sequel to J.G. Ballard's ""High Rise"")",2018,"United States, Netherlands","Art, Installation art",,"3D scans, Drones, Machine learning","AI, City, Dystopian",Wondrous,"environment built for absence (reconstruction)",1152,,
810,"Final Space",2018,"United States","Narrative, TV series or episode","Augmented reality, Body scans, Drones, Object recognition, Surveillance cameras, Virtual reality",,"AI, Companionship, Playful, Robots/androids","Fun, Helpful","Final Space (Hue scans tattoo), Final Space (Gary scanned as trash), Final Space (Quinn copies Gary)","809, 812, 815","Hue, Ash Graven, Gary Goodspeed, Quinn Ergon, Quinn`s Gary","807, 808, 811, 813, 814"
1600,"Finis Terra",2018,"United Kingdom","Art, Installation art","Machine learning, Satellite images","Image generation","AI, Conflict, Nature","Alien, Oppressive","Finis Terra (machine learning for environmental management)",1636,,
2714,Freaks,2018,"United States","Narrative, Movie","Drones, Facial recognition, Surveillance cameras",,"Conflict, Family, Free will, Inequality","Dangerous, Hostile","Freaks (Chloe Remotely Rescues Mom), Freaks (Drone Bombs Chloe`s house)","2715, 2716",Chloe,2713
900,Geocinema,2018,"China, Russia, Ukraine","Art, Video art, Online art","Cameraphone, Satellite images, Surveillance cameras","Drones, Non-Visible Spectrum, Interactive panoramas","City, Labour, Nature, Surveillance","Alien, Wondrous","Geocinema (Registering Solar), Geocinema (Framing territories)","1139, 1151",,
26,"I Spy with my Machine Eye",2018,Australia,"Narrative, Electronic literature","Motion tracking, Non-Visible Spectrum, Object recognition",Drones,"Autonomous vehicles, Conflict, Crime, Nature, Romantic relationship, Surveillance","Alien, Dangerous, Exciting, Flawed, Fun, Helpful, Hostile, Intimate, Intrusive, Neutral, Oppressive, Overwhelming, Subversive","I Spy with my Machine Eye (Drone reflects over actions)",307,,
220,"I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night",2018,,"Narrative, Creepypasta",Webcams,,"Horror, Surveillance","Creepy, Dangerous, Exciting, Intimate","I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night (Webcams)",551,"Narrator (I'm going to die, and probably soon), Girl (I'm going to die, and probably soon), Monster (I'm going to die, and probably soon)","883, 885, 886"
669,"I'm on Observation Duty",2018,,Game,"Surveillance cameras",,"Horror, Surveillance","Creepy, Empowering, Protective","I'm on Observation Duty (Monitoring house)",670,,
1704,Iceberg,2018,Uruguay,"Art, Installation art","AI, Machine learning","Satellite images","AI, Climate Change, Conflict, Consciousness, Nature","Dangerous, Wondrous","Iceberg (expanding to the unconscious )",1976,,
45,"Just Dance 2019",2018,,Game,,"Machine learning, Motion tracking, Webcams","Competition, Playful","Exciting, Fun, Helpful","Just Dance 2019 (Dancing registered by motion tracking)",298,,
1196,"Little Eyes/Kentukis",2018,Spain,"Narrative, Novel","UGV, Webcams",,Companionship,"Creepy, Empowering, Intimate, Prosocial, Protective","Little Eyes (Torturing Kentuki), Little Eyes (Kidnapping), Little Eyes (Disconnecting)","1203, 1204, 1208","Alina, Dweller of Alina's kentuki, Grigor, Nikolina, Andrea Farbe","1201, 1202, 1205, 1206, 1207"
2988,Mask.ID,2018,Germany,Art,"Biometrics, Facial recognition","Biometrics, Image generation","Conflict, Hacking, Identity, Surveillance","Flawed, Oppressive","Mask.ID (one photo two identities)",2989,,
3178,"Masked Reality",2018,India,"Art, Installation art","Facial recognition, Image generation, Machine learning",,"Gender, Playful",Exciting,"Masked Reality (generating masks)",3179,,
1658,"Memoirs of the Blind",2018,"Japan, South Korea","Art, Installation art",,"Camera, Facial recognition","AI, Playful","Flawed, Fun","Memoirs of the Blind (capturing eyes closed)",1659,,
187,"Mosaic Virus and Myriad (Tulips)",2018,"United Kingdom","Art, Video art",,"Image generation, Machine learning","AI, Economy, Nature",Wondrous,"Mosaic Virus and Myriad (Generating new images of tulips)",528,,
2978,"Moth & Whisper",2018,"United States","Narrative, Comic","Facial recognition, Surveillance cameras",,"Crime, Dystopian, Gender, Hacking, Surveillance","Hostile, Oppressive","Moth & Whisper (Weaver Suit), Moth & Whisper & Whisper (Ubiquitous Surveillance)","3218, 3219",Niki,3217
222,"My Camera Knows Something I Don't",2018,,"Narrative, Creepypasta","Cameraphone, Facial recognition",,Horror,"Creepy, Helpful","My Camera Knows Something I Don't (Facial recognition)",549,"Narrator (My Camera Knows Something)",882
179,Narciss,2018,Germany,"Art, Installation art",AI,"Camera, Machine learning, Object recognition","AI, Consciousness","Alien, Intimate, Wondrous","Narciss (Self-analysing Machine)",531,,
896,Neuleittorgasse,2018,Austria,"Art, Photograph/print/painting",,"Machine learning, Interactive panoramas","AI, City",Wondrous,"Neuleittorgasse (Generating Street Views)",1138,,
165,"No More Selfies - A Kardashian Dystopia",2018,,"Narrative, Fan fiction","Augmented reality, Cameraphone, Drones, Emotion recognition, Facial recognition, Surveillance cameras",,"Dystopian, Gender, Inequality, Labour, Robots/androids, Social Media, Surveillance","Hostile, Oppressive","No More Selfies (Drone attack)",3145,"Sunita (No More Selfies), ""Kim Kardashian""  (No More Selfies), Bri-Bri (No More Selfies)","543, 544, 3144"
290,"Ocean`s Eight",2018,"United States","Narrative, Movie","Augmented reality",,"Companionship, Crime","Helpful, Neutral","Oceans`s Eight (Rose scanning necklace)",289,"Rose Weil",288
1682,"Outra 33 Bienal de São Paulo",2018,Brazil,Art,,"Machine learning, Motion tracking, Object recognition","AI, Identity, Inequality, Labour","Alien, Flawed","Outra 33 Bienal de São Paulo (AI analyzing the Biennial setup)",1948,"Workers (Outra 33 Bienal de São Paulo)",1947
2042,Panopticities,2018,"South Korea","Art, Video art, Installation art",,"Surveillance cameras, Webcams","City, Hacking, Surveillance","Intrusive, Overwhelming","Panopticities (exposing vulnerabe IP-camera feeds)",2244,,
10,"Ralph Breaks the Internet",2018,"United States","Narrative, Movie","AI, Object recognition",,"AI, Companionship, Grief, Playful, Robots/androids, Social Media","Alien, Hostile, Intrusive","Ralph Breaks the Internet (Virus in game)",689,"Wreck-It Ralph, Vanellope","570, 571"
666,Replicas,2018,"United States","Narrative, Movie","Augmented reality, Body scans",,"Consciousness, Family, Grief","Alien, Flawed, Intrusive","Replicas (Will deletes Zoe)",678,"William Foster, Sergeant, Zoe Foster","663, 664, 677"
600,"Robotika, the Nannybot",2018,Argentina,"Art, Installation art",AI,"Emotion recognition, Facial recognition, Motion tracking, Non-Visible Spectrum","Family, Labour, Robots/androids","Helpful, Intimate, Protective","Robotika (Robot caring for baby)",643,"Infant, Nannybot","781, 2753"
1024,Seed,2018,Spain,"Narrative, Comic","AI, Body scans, Cameraphone, Drones, Facial recognition, Filtering, Image generation, Machine learning, Satellite images, Surveillance cameras, Virtual reality",,"AI, Companionship","Creepy, Empowering, Intimate, Protective","Seed (Turry hacks school security system), Seed (Facial recognition glasses), Seed (Diagnosing Turry), Seed (GAN prank on fellow student)","1097, 1098, 1099, 2749","Emma (Seed), Turry, Security company (Seed), Doctor (Seed), Darren","1095, 1096, 2747, 2748, 2750"
2045,"Sharing locations: YONGSAN & HUMPHREY GARRISON",2018,"South Korea","Art, Installation art",,"Satellite images","Automation, Surveillance","Flawed, Misleading","Sharing locations: YONGSAN & HUMPHREY GARRISON (obfuscating satellite images)",2247,,
2607,"She-Ra and the Princess of Power",2018,"United States","Narrative, TV series or episode","AI, Body scans, Holograms, Machine learning, Motion tracking, Surveillance cameras, Virtual reality",,"Animals, Companionship, Identity, Nature, Robots/androids, War","Flawed, Helpful, Hostile","She-Ra and the Princess of Power (Horde spies on Princesses`), She-Ra and the Princess of Power (Horde Training in VR), She-Ra and the Princess of Power (Princessess Fight Advanced Robot), She-Ra and the Princess of Power (Princessess Planning Using Hologram), She-Ra and the Princess of Power (Haunting Holograms), She-Ra and the Princess of Power (Facing the Past in VR), She-Ra and the Princess of Power (AI Holographic Teacher)","2611, 2617, 2618, 2619, 2620, 2622, 2624","The Horde, The Princesses, She-Ra/Adora, Catra, Light Hope","2609, 2610, 2608, 2621, 2623"
1656,Smile,2018,Uruguay,"Art, Installation art",Drones,"Emotion recognition, Facial recognition",War,"Creepy, Hostile, Oppressive","Smile (smile to play the video)",1657,,
585,"Square Eyes",2018,"United Kingdom","Narrative, Comic","Augmented reality, Filtering, Ocular implant",,"City, Dystopian, Free will, Surveillance","Intrusive, Misleading, Oppressive","Square Eyes (Better Vision turned off)",1200,"Fin Ueda Soto",1199
1035,"State of Mind",2018,Germany,Game,"AI, Augmented reality, Biometrics, Body scans, Drones, Holograms, Motion tracking, Object recognition, Surveillance cameras, UGV, Virtual reality",,"AI, Automation, Dystopian, Identity, Surveillance","Empowering, Misleading","State of Mind (Utopian VR world), State of Mind (Controlling drones), State of Mind (CloudCall hologram service), State of Mind (MoveScan gait analysis and profiling), State of Mind (Police drone), State of Mind (Sneaking past surveillance cameras), State of Mind (Hack the security guard robot)","2902, 2903, 2904, 2980, 3001, 3003, 3005","Richard Nolan, Adam Newman, Angela (State of Mind), Lydia (State of Mind)","2900, 2901, 3002, 3004"
1043,Subnautica,2018,"United States",Game,"3D scans, Augmented reality, Holograms, UGV",,"Animals, Nature","Empowering, Flawed, Helpful","Subnautica (Alterra Spectroscope Scanner), Subnautica (Underwater drone vision), Subnautica (Holographic map and resource scan)","1132, 1133, 2757","Ryley Robinson",1131
1557,"Sustaining Gazes",2018,"Romania, Netherlands","Art, Installation art",,"Motion tracking, Non-Visible Spectrum",AI,Misleading,"Sustaining Gazes (measuring the gaze)",1691,,
904,"Synthetic Selfies",2018,Finland,"Art, Photograph/print/painting",,"Cameraphone, Machine learning","AI, Identity","Alien, Creepy","Synthetic Selfies (Generating Self-portraits)",1153,,
514,TendAR,2018,"United States",Game,"Emotion recognition, Machine learning, Object recognition","Augmented reality, Cameraphone, Emotion recognition, Machine learning","AI, Animals, Companionship, Empathy, Playful","Fun, Intimate, Wondrous","Tendar (Emotion recognition)",513,Guppy,512
2948,"The High-Rise Diver",2018,Germany,"Narrative, Novel","Facial recognition, Surveillance cameras",,"Companionship, Inequality, Surveillance",Protective,"High-Rise Diver (Hitomi watches Riva), High-Rise Diver (Hitomi can't track Riva)","2949, 2950","Riva Karnovsky, Hitomi Yoshida","2946, 2947"
193,"The Normalizing Machine",2018,Israel,"Art, Installation art",Biometrics,"Camera, Facial recognition, Machine learning","AI, Identity, Race","Dangerous, Intrusive, Oppressive","The Normalizing Machine (Classifying Social Normalcy)",527,,
1749,"The Rain",2018,Denmark,"Narrative, TV series or episode","Biometrics, Drones, Non-Visible Spectrum",,"Climate Change, Companionship, Conflict, Dystopian, Family","Hostile, Intrusive","The Rain (Tricking drone's thermal imaging)",1750,"Martin, Simone","1751, 1752"
884,"The Walking Dead: Our World",2018,Finland,Game,,"Augmented reality, Cameraphone","Horror, Physical violence",Helpful,"The Walking Dead: Our World (AR)",1010,Zombies,1009
2250,"X Degrees of Separation",2018,Germany,"Art, Online art",,"Machine learning, Object recognition","AI, Playful",Exciting,"X Degrees of Separation (curating artworks)",2251,,
1559,(e)motion,2018,"Denmark, Netherlands, Germany","Art, Installation art",,"Emotion recognition","Consciousness, Identity, Playful","Exciting, Intimate, Wondrous","(e)motion (aware of micro expressions)",1762,,
2532,"Isle of Dogs",2018,"United States","Narrative, Movie",Drones,,"Animals, Companionship, Dystopian, Surveillance","Hostile, Intrusive, Oppressive","Isle of Dogs (Drone captures Atari)",2531,Atari,2530
2077,"Avengers: Infinity War",2018,"United States","Narrative, Movie","3D scans, Augmented reality, Body scans, Holograms, Object recognition",,"Companionship, War",Helpful,"Avengers: Infinity War (Holographic conversation with government officials), Avengers: Infinity War (AR inside of robotic suits), Avengers: Infinity War (AR to remove Infinity Stone from Avenger), Avengers: Infinity War (Nebula forced to display hologram)","2096, 2098, 2099, 2100","Nebula, Shuri, Gamora, The Avengers, James Rhodes, Vision","2074, 1727, 1885, 2097, 2815, 2816"
1804,"Deadpool 2",2018,"United States","Narrative, Movie","Holograms, Ocular implant, Surveillance cameras",,"Crime, Physical violence, War","Dangerous, Helpful, Subversive","Deadpool 2 (Surveillance cameras), Deadpool 2 (Ocular implant AR), Deadpool 2 (Hologram) , Deadpool 2 (Weapon information in AR)","1806, 1815, 2128, 2129","Deadpool, Cable, Sergei Valishnikov","1803, 1812, 2049"
1892,"Incredibles 2",2018,"United States","Narrative, Movie","3D scans, Biometrics, Body scans, Camera, Emotion recognition, Facial recognition, Image generation, Surveillance cameras, Webcams",,"Conflict, Family, Free will, Hacking","Creepy, Helpful, Intrusive","Incredibles 2 (Controlling through hypno-goggles), Incredibles 2 (Screenslaver hypnotizing through screens)., Incredibles 2 (Tracking Jack-Jack and anticipating changes), Incredibles 2 (Jack-Jack enters Edna's test room)","2053, 2055, 2137, 2057","Screenslaver, Chad Brentley, Pizza delivery boy, Evelyn Deavor, Bob Parr/ Mr. Incredible, Jack-Jack Parr","1893, 2054, 2138, 2003, 2136, 2058"
2525,STET,2018,"United States","Narrative, Short story","Machine learning, Object recognition, UGV",,"AI, Autonomous vehicles, Consciousness, Grief","Dangerous, Flawed, Intrusive","STET (Ursula killed by self-driving car)",2523,"Ursula, Endangered Bird (STET)","2522, 2962"
2344,"Best Friend",2018,France,"Narrative, Movie","Augmented reality, Biometrics, Facial recognition, Image generation, Ocular implant",,"Companionship, Empathy, Playful, Social Media","Dangerous, Fun, Helpful, Intimate, Prosocial","Best Friend (Karaoke and broken eyedrops) , Best friend (Arthur buys new ""best friend"" eyedrops) , Best friend (Arthur gets button cut out and stolen)","2350, 2360, 2361","Arthur (Best Friend) , Homeless man (Best friend) , Camille (Best friend) , Virtual friends (Best friend)","2346, 2348, 2347, 2349"
2362,"2.0 (2018)",2018,India,"Narrative, Movie","AI, Augmented reality, Biometrics, Camera, Cameraphone, Emotion recognition, Holograms, Non-Visible Spectrum, Satellite images",,"AI, Animals, City, Nature, Robots/androids","Dangerous, Exciting, Protective, Wondrous","2.0 (Nila scans for electromagnetic radiation), 2.0 (Interactive hologram), 2.0 (Nila bypasses ethical guidelines to hack locked door), 2.0 (Hologram reveals aura)","2366, 2367, 2368, 2370","Dr. Vaseegaran, Chitti the robot, Nila the robot, Pakshi Rajan/Birds","2363, 2365, 2364, 2369"
1816,"Memories of the Alhambra",2018,"South Korea","Narrative, TV series or episode","AI, Augmented reality, Facial recognition, Image generation, Motion tracking, Object recognition, Ocular implant",,"AI, Physical violence, Romantic relationship","Dangerous, Exciting, Fun, Hostile","Memories of the Alhambra (interaction with an AI), Memories of the Alhambra (first time re-entering Alhambra) , Memories of the Alhambra (Guiding to the first weapon)","1909, 1857, 1858","Emma (AI), Yoo Jin Woo,  Jung Hee Joo","1825, 1820, 1821"
1970,"Spider-Man: Into the Spider-Verse",2018,"United States","Narrative, Movie","Biometrics, Non-Visible Spectrum, Object recognition",,"Companionship, Conflict, Family","Dangerous, Exciting","Spider-Man: Into the Spider-Verse (Prowler Chase Scene), Spider-Man: Into the Spider-Verse (Spider-Man Hacks Biometric Scanner)","2191, 2193","Miles Morales, Prowler","1972, 1973"
2820,3x3x6,2019,Taiwan,"Art, Video art, Installation art","AI, Biometrics, Body scans, Facial recognition, Motion tracking, Surveillance cameras","Camera, Facial recognition, Machine learning, Motion tracking, Surveillance cameras","AI, Crime, Gender, Nudity, Race, Sex, Surveillance","Dangerous, Intrusive, Oppressive","3x3x6 (Audiences participating and being surveilled)",2821,,
1612,"A Song for a New Day",2019,"United States","Narrative, Novel","Facial recognition, Surveillance cameras, Virtual reality",,"City, Companionship, Dystopian, Family","Exciting, Fun, Oppressive, Protective, Wondrous","A Song for a New Day (VR bar), A Song for a New Day (VR rock concert), A Song for a New Day (facial recognition for payment), A Song for a New Day (homogenous VR avatars)","1631, 1632, 1633, 1635","Luce Cannon, Rosemary, Concert audience (Song for a New Day)","1630, 1629, 1878"
1239,"AI: The Somnium Files",2019,Japan,Game,"AI, Body scans, Holograms, Non-Visible Spectrum, Ocular implant, Virtual reality",,"AI, Consciousness, Crime",Helpful,"AI: The Somnium Files (AI X-ray vision)",1472,"Aiba, Kaname Date","1237, 1238"
131,"Alien: Blackout",2019,Finland,Game,"Surveillance cameras",,"Horror, Surveillance","Helpful, Protective","Alien: Blackout (Escaping the alien)",564,"Amanda Ripley, Aliens","708, 770"
2665,"And Shall Machines Surrender",2019,Thailand,"Narrative, Novel","AI, Ocular implant",,"AI, Identity, Romantic relationship, Sex",,"And Shall Machines Surrender (Optical implants), And Shall Machines Surrender (Computer-generated surroundings)","2666, 2667","Orfea Leung, Krissana Khongtip","2668, 2669"
747,"Astral Chain",2019,Japan,Game,"Augmented reality, Drones, Facial recognition, Holograms, Surveillance cameras",,"Companionship, War",Helpful,"Astral Chain (IRIS tool)",746,"Mr./Ms. Howard",748
1185,Asunder,2019,"United States, Australia, New Zealand, Germany, Sweden","Art, Installation art",AI,"Image generation, Machine learning, Satellite images","AI, Automation, Climate Change, Nature","Alien, Protective, Wondrous","Asunder (environmental managing)",1212,,
608,Beforeigners,2019,Norway,"Narrative, TV series or episode",Drones,,"City, Companionship, Crime, Physical violence","Dangerous, Hostile","Beforeigners (drone kills Navn)",607,"Navn Ukjent",622
875,"Big Brother Is Shaping You",2019,China,Game,"AI, Biometrics, Cameraphone, Facial recognition, Machine learning, Surveillance cameras",,"AI, Social Media, Surveillance","Intimate, Misleading, Overwhelming","Big Brother Is Shaping You (Biometrics), Big Brother Is Shaping You (Facial recognition unlocking phone)","877, 878","Benjamin Smith, Human children","876, 2745"
609,"Bill Hader channels Tom Cruise",2019,"United States","Art, Video art",,Deepfake,Identity,"Creepy, Misleading","Bill Hader Channels Tom Cruise (Deepfake)",659,"""Tom Cruise"", ""Bill Hader""","566, 2742"
2928,"Borderlands 3",2019,"United States",Game,"Drones, Holograms",,"Conflict, Physical violence",Empowering,"Borderlands 3 (Digi-Clone distracts, damages and teleports), Borderlands 3 (SNTL drone)","3046, 3241",Zane,2927
368,"Cam Boy",2019,"United States","Narrative, Music video","Cameraphone, Drones, Surveillance cameras, Webcams",,"Identity, Labour, Sex, Social Media, Surveillance","Empowering, Exciting, Fun, Helpful, Intimate, Oppressive","Cam Boy (Sex worker being watched)",367,"""Mood Killer""",803
752,"Death Stranding",2019,Japan,Game,"3D scans, AI, Augmented reality, Biometrics, Drones, Holograms, Non-Visible Spectrum, Object recognition",,"Climate Change, Companionship, Conflict, Dystopian, Empathy, Horror","Helpful, Intimate, Prosocial, Protective","Death Stranding (Holograms), Death Stranding (Odradek scanner), Death Stranding (PCC 3D printer)","762, 763, 965","Sam Bridges, BTs","751, 764"
1485,"Deconstructing Representation",2019,Denmark,"Art, Installation art","Machine learning","Image generation, Machine learning","AI, Social Media","Alien, Flawed","Deconstructing Representation (training a GAN)",1518,,
2981,"Don't Look",2019,France,Game,,"Motion tracking, Webcams","Family, Horror","Alien, Creepy","Don't Look (Controlling flashlight with eye tracking)",3006,,
2126,"DOOR and BOX",2019,"United States","Art, Installation art",,"Facial recognition","AI, Identity, Inequality",Oppressive,"DOOR and BOX (discriminating door), DOOR and BOX (discriminating gum dispenser)","2585, 2582","User 1 (DOOR and BOX), User 2 (DOOR and BOX)","2583, 2584"
578,"Earthware: driverless car seeing a deer for the first time 2",2019,Estonia,"Art, Photograph/print/painting","Machine learning, Non-Visible Spectrum, Object recognition",,"Animals, Autonomous vehicles",Alien,"Earthware: driverless car seeing a deer for the first time 2 (Selfdriving car sees a deer)",577,Deer,776
1674,"Espécies de espaços II",2019,Brazil,"Art, Photograph/print/painting",,"Surveillance cameras","Animals, Surveillance","Exciting, Flawed","Espécies de espaços II (Spiders blocking the view of surveillance cameras)",1932,"Spiders (Espécies de espaços II / Species of spaces II)",1930
1001,Exhalation,2019,"United States","Narrative, Short story","AI, MicroscopeOrTelescope",,"AI, Automation, Consciousness, Robots/androids","Empowering, Helpful, Wondrous","Exhalation (Viewing own brain through microscope)",1000,"Narrator (Exhalation)",999
1840,"Fall; or, Dodge in Hell: A Novel",2019,"United States","Narrative, Novel","Augmented reality, Facial recognition, Filtering",,"Automation, Consciousness, Identity","Empowering, Helpful, Protective","Fall; or, Dodge in Hell (VEIL), Fall; or, Dodge in Hell (Shared AR interfaces using glasses)","1841, 2405","Sophia (Fall), Three high-school aged girls (The Fall)","2404, 2407"
1059,"Gluttonous Snake",2019,"China, Austria","Art, Installation art",,"Emotion recognition, Webcams",Playful,"Exciting, Fun","Gluttonous Snake (Playing by smiling)",1058,,
